"Datetime","Link","Price","Description","Brand","Condition","Title","Size","Amt Sold","Activity","Recent Review1","Time Listed","Sold and Reviews","Discount","In Bags","Like","Free Shipping","Color","Material","Style"
"2023-12-05T01:18:34.111563Z","https:\/\/www.depop.com\/products\/kennyclosxt-y2k-grunge-affliction-type-tank\/","$15.00","\ud83c\udf0d\u2692Y2K Grunge Affliction Type Tank\u2692\ud83c\udf0d
Hard Find\ud83d\udc7d
Size:Small\ud83e\udee1
Condition:6\/10 could use oxi\ud83e\uddfc
#grunge #emo #affliction #y2k #usa","NULL","Used - Fair","Women's multi Vest","Size S","431 sold","Active today","Dope shit, man","LISTED 5 MINUTES AGO","117 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","White","Cotton","Goth,"
"2023-12-04T23:40:07.492802Z","https:\/\/www.depop.com\/products\/yoyostring69-brandy-tank-with-cute-lace\/","$15.00","Brandy tank with cute lace neckline!
Fits xs\/small","Brandy Melville","Like new","Brandy Melville Women's Navy and White Vest","Size S","52 sold","Active today","Fast shipping ! Jeans fit perfectly","LISTED 1 HOUR AGO","8 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Navy","NULL","NULL"
"2023-12-05T00:37:24.120046Z","https:\/\/www.depop.com\/products\/laguilar4835-decorated-originals-dark-green-crewneck\/","$15.00","Decorated originals dark green crewneck
With contrasting shiny embellishments on chest
Tag says 2X
Fits like a L\/XL
Let me know if you have any questions \ud83c\udf41\ud83c\udf19


#retro #vintage #boho #indie #skater

show more","NULL","Used - Excellent","Women's Green Sweatshirt","Size XXL","233 sold","Active today","The perfect sweater! The color is so pretty. Thank you for the package, w\/the sweet stickers and note! :)","LISTED 46 MINUTES AGO","41 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","NULL","NULL","NULL","Green","Cotton","Cottage,"
"2023-12-04T23:40:24.726328Z","https:\/\/www.depop.com\/products\/yoyostring69-bdg-striped-tank-has-some\/","$15.00","BDG striped tank!
Has some wear, swipe to see :)","BDG","Used - Excellent","BDG Women's Vest","Size S","52 sold","Active today","Fast shipping ! Jeans fit perfectly","LISTED 1 HOUR AGO","8 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2023-12-04T23:40:15.475317Z","https:\/\/www.depop.com\/products\/yoyostring69-button-down-brandy-tank-with\/","$20.00","Button down brandy tank with bow!
Adjustable straps \ud83e\udd0c
One size fits all! Xs\/small","Brandy Melville","Like new","Brandy Melville Women's White Vest","Size S","52 sold","Active today","Fast shipping ! Jeans fit perfectly","LISTED 1 HOUR AGO","8 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","3","NULL","White","Boho","NULL"
"2023-12-05T01:01:01.387164Z","https:\/\/www.depop.com\/products\/impulseofjane-venicebeach-hoodie-blackhoodie\/","$12.00","#venicebeach #hoodie #blackhoodie","Venice Beach","Like new","Venice Beach Women's Black Hoodie","Size M","51 sold","Active today","STUNNING sweater, and sweetest seller! Shipped it out the day I bought it! Thank you so much!!","LISTED 23 MINUTES AGO","40 Shop Reviews. Rated 4.85 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Streetwear,","Skater,"
"2023-12-04T23:48:46.839813Z","https:\/\/www.depop.com\/products\/ssavannahford-black-leather-halter-crop-top\/","$20.00","BLACK LEATHER Halter Crop Top!
\ud83d\udda4Danielle Bernstein Size M
\ud83d\udda4Button-up front & super flattering cut
\ud83d\udda4Great condition- leather is so durable :)
\ud83d\udda4Send me offers!
#leather #corset #daniellebernstein #vintage","NULL","Like new","Women's Black Crop-top","Size M","22 sold","Active today","Thank you!!","LISTED 1 HOUR AGO","13 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","2","NULL","Black","Leather","Streetwear,"
"2023-12-04T23:59:54.964574Z","https:\/\/www.depop.com\/products\/alifitzgeraldd-little-silk-top\/","$10.00","little silk top","Forever 21","Brand new","Forever 21 Women's Crop-top","Size S","66 sold","Active this week","Really fast shipping and item was perfect \ud83d\udc95","LISTED 1 HOUR AGO","26 Shop Reviews. Rated 4.85 out of 5 stars.","NULL","In 1 person's bag","NULL","NULL","NULL","NULL","NULL"
"2023-12-04T23:54:01.455887Z","https:\/\/www.depop.com\/products\/sdevereux14-basic-white-square-neck-long\/","$12.00","Basic white square neck long sleeve","NULL","Brand new","Women's White Crop-top","Size S","30 sold","Active today","LOVEEE It came so quickly. Thank you so much\ud83d\udc8c\ud83d\udc8c","LISTED 1 HOUR AGO","8 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","White","Glam,","Y2K,"
"2023-12-04T23:56:56.057277Z","https:\/\/www.depop.com\/products\/vintagefeed-vintage-1995-warner-bros-bugs\/","$19.99","Vintage 1995 Warner Bros. Bugs Bunny Christmas Crewneck Sweatshirt

No Size Tag, Fits a XL. (Refer To Measurements For Accurate Fit)

Great Pre Owned Condition, No Flaws.

Measurements Laying Flat: 28in Length \/ 25.5in Pit to Pit \/ 18in Sleeves

Feel Free To Message Me If You Have Any Questions!




#WarnerBros #LooneyTunes #BugsBunny #Christmas #VintageSweatshirt

show more","Warner Bros.","Used - Good","Warner Bros. Women's White Sweatshirt","Size XL","1235 sold","Active today","Quick delivery and wonderful jacket, my new favorite thing!","LISTED 1 HOUR AGO","519 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","White","Cotton","90s,"
"2023-12-05T00:00:59.642306Z","https:\/\/www.depop.com\/products\/alifitzgeraldd-cropped-flower-blouse-type-top\/","$10.00","Cropped flower blouse type top","Forever 21","Brand new","Forever 21 Women's Crop-top","Size M","66 sold","Active this week","Really fast shipping and item was perfect \ud83d\udc95","LISTED 1 HOUR AGO","26 Shop Reviews. Rated 4.85 out of 5 stars.","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2023-12-05T00:09:31.36291Z","https:\/\/www.depop.com\/products\/gremlia-pink-bedazzled-printed-top\/","$12.00","pink bedazzled printed top","NULL","Used - Good","Women's Pink Crop-top","Size M","14 sold","Active today","Thanks sm","LISTED 1 HOUR AGO","3 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Pink","Streetwear,","Fairy,"
"2023-12-05T00:35:28.915469Z","https:\/\/www.depop.com\/products\/gremlia-white-graphic-ringer-top\/","$8.00","white graphic ringer top","H&M","Used - Excellent","H&M Women's White and Cream T-shirt","Size S","14 sold","Active today","Thanks sm","LISTED 50 MINUTES AGO","3 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","White","Y2K,","Retro"
"2023-12-04T23:55:36.519093Z","https:\/\/www.depop.com\/products\/alifitzgeraldd-f21-corset-top-cut-off\/","$10.00","F21 corset top
Cut off tag, I think it was a L","Forever 21","Like new","Forever 21 Women's Corset","Size L","66 sold","Active this week","Really fast shipping and item was perfect \ud83d\udc95","LISTED 1 HOUR AGO","26 Shop Reviews. Rated 4.85 out of 5 stars.","NULL","NULL","1","NULL","NULL","NULL","NULL"
"2023-12-04T23:39:11.935096Z","https:\/\/www.depop.com\/products\/yoyostring69-brandy-melville-long-sleeve-top\/","$15.00","Brandy Melville long sleeve top!
One size fits all :)","Brandy Melville","Like new","Brandy Melville Women's Cream Shirt","Size S","52 sold","Active today","Fast shipping ! Jeans fit perfectly","LISTED 1 HOUR AGO","8 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","2","NULL","Cream","Casual","NULL"
"2023-12-04T23:38:56.735978Z","https:\/\/www.depop.com\/products\/yoyostring69-striped-hm-sweater-worn-once\/","$15.00","Striped H&M sweater!
Worn once :)","H&M","Like new","H&M Women's White and Black Jumper","Size S","52 sold","Active today","Fast shipping ! Jeans fit perfectly","LISTED 1 HOUR AGO","8 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","White","Minimalist,","Casual"
"2023-12-05T00:15:39.108589Z","https:\/\/www.depop.com\/products\/ruledbyvenus-90s-oversized-grandpa-skater-sweater-8806\/","$20.00","90s oversized grandpa skater sweater

this sweater is so cute, looks great with loafers and a mini skirt. size is a womens large. tag says ampus but i belice the brand is campus. gives me 90s grunge vibes! only worn once by me.
message me if you have any questions!\ud83d\udc97

#grunge #skater #90s #vintage #whimsygoth

show more","Campus","Used - Excellent","Campus Women's Khaki and Grey Jumper","Size L","115 sold","Active today","Sellers very kind","LISTED 1 HOUR AGO","86 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","Khaki","Streetwear,","Skater,"
"2023-12-05T00:45:40.576625Z","https:\/\/www.depop.com\/products\/jbrooks014-shein-tank-top-cropped-cute\/","$6.00","SHEIN tank top
Cropped
Cute with a pair of jeans or under overalls
Size medium
Message me with offers\/questions!","SHEIN","Used - Good","SHEIN Women's Black and Tan Vest","Size M","6 sold","Active today","NULL","LISTED 40 MINUTES AGO","1 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Streetwear,","Casual,"
"2023-12-04T23:43:01.489836Z","https:\/\/www.depop.com\/products\/megan_davison-brown-brandy-melville-tank-top\/","$10.00","brown Brandy Melville tank top

soft material, super cute but never reach for it anymore.","Brandy Melville","Used - Excellent","Brandy Melville Women's Vest","Size XS","262 sold","Active today","Seller was really nice and shipped the item within 3 days :D exactly what I ordered it\u2019s so cute \ud83d\ude2b thank you so much!","LISTED 1 HOUR AGO","119 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","NULL","1","NULL","NULL","NULL","NULL"
"2023-12-05T01:04:35.838874Z","https:\/\/www.depop.com\/products\/jbrooks014-shein-lace-up-backless-tank\/","$10.00","SHEIN lace up backless tank top
Great for going out or dressing up a pair of jeans
Size medium
Message me with offers\/questions!","SHEIN","Like new","SHEIN Women's Black Vest","Size M","6 sold","Active today","NULL","LISTED 21 MINUTES AGO","1 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Streetwear,","Glam,"
"2023-12-05T01:19:58.457802Z","https:\/\/www.depop.com\/products\/purplemonki-beautiful-brown-and-cream-colored\/","$15.00","beautiful brown and cream colored top!! it looks very flattering on :) it doesn\u2019t say size but just for reference, I\u2019m a size s\/m","NULL","Used - Excellent","Women's Cream and Brown Blouse","Size M","46 sold","Active today","\ud83d\udc96\ud83d\udc96 tysm :)","LISTED 6 MINUTES AGO","11 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Cream","Boho,","Indie,"
"2023-12-05T00:39:31.871262Z","https:\/\/www.depop.com\/products\/bythatb-y2k-grunge-quarter-sleeves-shirt\/","$30.00","y2k grunge quarter sleeves shirt
Size:
-M
Measurements:
-arm length 16 in.
-armpit to armpit 19 in.
Additional Info:
-paper tag (inside shirt)
-has some stretch
#y2k #punk #grunge #90s

show more","NULL","Used - Excellent","Women's Black and Pink Shirt","Size M","365 sold","Active today","The jacket is so cute and the packaging looks so nice and professional like omg will absolutely be ordering from here again!!","LISTED 47 MINUTES AGO","101 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","Black","Punk,","Grunge,"
"2023-12-05T00:58:36.863924Z","https:\/\/www.depop.com\/products\/impulseofjane-expresstop-express-blacktop\/","$13.00","#expresstop #express #blacktop","Express","Like new","Express Women's Black Shirt","Size M","51 sold","Active today","STUNNING sweater, and sweetest seller! Shipped it out the day I bought it! Thank you so much!!","LISTED 28 MINUTES AGO","40 Shop Reviews. Rated 4.85 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Streetwear,","Sportswear"
"2023-12-05T01:07:23.165507Z","https:\/\/www.depop.com\/products\/jbrooks014-brown-leather-corset-from-amazon\/","$8.00","Brown leather corset from Amazon
Super cute for going out or a nice outfit
The material feels cheap but fits great
Size medium
Message me with offers\/questions!
Some loose strings here and there","Target","Used - Good","Target Women's Brown Corset","Size M","6 sold","Active today","NULL","LISTED 19 MINUTES AGO","1 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Brown","Glam,","Y2K,"
"2023-12-05T01:04:04.196537Z","https:\/\/www.depop.com\/products\/addisonwatne-brandy-melville-zip-up-hoodie\/","$30.00","BRANDY MELVILLE ZIP UP HOODIE

$4.39 SHIPPING!!!!!!

no lowball offers please

- no flaws or stains
- worn once, sits in back of closet now
- adorable for layering\/fall\/winter

#brandy #uo #brandymelville #pacsun #jacket

show more","Brandy Melville","Like new","Brandy Melville Women's Grey and Black Hoodie","One size","43 sold","Active today","super fast shipping! love this shirt!!","LISTED 23 MINUTES AGO","20 Shop Reviews. Rated 4.578947368421052 out of 5 stars.","NULL","NULL","NULL","NULL","Grey","Skater,","Retro"
"2023-12-05T00:11:08.322258Z","https:\/\/www.depop.com\/products\/gremlia-90s-paisley-print-velvet-top\/","$15.00","90s paisley print velvet top","NULL","Used - Excellent","Women's Red and Burgundy Blouse","Size S","14 sold","Active today","Thanks sm","LISTED 1 HOUR AGO","3 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","2","NULL","Red","Whimsygoth,","90s,"
"2023-12-05T01:07:11.635621Z","https:\/\/www.depop.com\/products\/addisonwatne-brandy-melville-long-sleeve-crop\/","$25.00","BRANDY MELVILLE LONG SLEEVE CROP TOP

$4.39 SHIPPING!!!!!

- raw cut (this is how i bought it, didn\u2019t cut on my own)
- cropped but comfy cozy fit
- pretty warm for fall\/winter

show more","Brandy Melville","Like new","Brandy Melville Women's Grey Shirt","One size","43 sold","Active today","super fast shipping! love this shirt!!","LISTED 20 MINUTES AGO","20 Shop Reviews. Rated 4.578947368421052 out of 5 stars.","NULL","NULL","NULL","NULL","Grey","Boho,","Streetwear"
"2023-12-05T00:11:53.123258Z","https:\/\/www.depop.com\/products\/averynminor-pretty-little-thing-taupe-woven\/","$20.00","Pretty Little Thing Taupe Woven Double Tie Shirt
BNWT sold out on site
Size: USA 2
#prettylittlething #fashionnova #baddie #fashion #goingout","PrettyLittleThing","Brand new","PrettyLittleThing Women's Tan Shirt","Size 2","73 sold","Active today","I LOVE this too I wear it all the time","LISTED 1 HOUR AGO","31 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","NULL","NULL","NULL","Tan","Streetwear,","Preppy,"
"2023-12-05T00:45:27.352316Z","https:\/\/www.depop.com\/products\/individualvintage1-champion-reverse-weave-hoodie-thick\/","$35.00","Champion Reverse Weave Hoodie

Thick hoodie. Excellent condition. No noticeable flaws

DM with shipping questions!

chest: 24\u201d
length: 23\u201d
sleeve: 22\u201d
shoulder: 7.5\u201d

show more","Champion","Used - Excellent","Champion Women's Red and Blue Hoodie","Size L","93 sold","Active today","great product","LISTED 42 MINUTES AGO","14 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Red","Streetwear,","Indie,"
"2023-12-05T01:02:56.24691Z","https:\/\/www.depop.com\/products\/jbrooks014-shein-lace-trim-tank-top\/","$8.00","SHEIN lace trim tank top
Cropped
Size medium
Message me with offers\/questions!","SHEIN","Used - Good","SHEIN Women's Black Vest","Size M","6 sold","Active today","NULL","LISTED 24 MINUTES AGO","1 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Streetwear,","Casual,"
"2023-12-05T00:39:51.301816Z","https:\/\/www.depop.com\/products\/bythatb-y2k-grunge-long-sleeve-shirt\/","$30.00","y2k grunge long sleeve shirt
Size:
-XL
Measurements:
-arm length 25 in.
-armpit to armpit 19 in.
Additional Info:
-has some stretch
#punk #grunge #y2k

show more","NULL","Used - Excellent","Women's Cream Shirt","Size XL","365 sold","Active today","The jacket is so cute and the packaging looks so nice and professional like omg will absolutely be ordering from here again!!","LISTED 48 MINUTES AGO","101 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Cream","Punk,","Grunge,"
"2023-12-04T23:39:30.408966Z","https:\/\/www.depop.com\/products\/megan_davison-john-galt-graphic-lace-tank\/","$12.00","john galt graphic lace tank

cream color, cutest graphic and soft material. so cute but I never wear it.","Brandy Melville","Used - Excellent","Brandy Melville Women's Vest","Size S","262 sold","Active today","Seller was really nice and shipped the item within 3 days :D exactly what I ordered it\u2019s so cute \ud83d\ude2b thank you so much!","LISTED 1 HOUR AGO","119 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","NULL","2","NULL","NULL","NULL","NULL"
"2023-12-05T01:18:36.620172Z","https:\/\/www.depop.com\/products\/konpeitojewels-sanrio-my-melody-kuromi\/","$10.00","sanrio my melody & kuromi t-shirt !!
- size medium
- worn a couple of times
- in good condition","Sanrio","Like new","Sanrio Women's Pink and Black T-shirt","Size M","19 sold","Active today","perfect!! thanks so much","LISTED 9 MINUTES AGO","16 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Pink","NULL","NULL"
"2023-12-04T23:58:55.353257Z","https:\/\/www.depop.com\/products\/lexylouiseco-19-pit-to-pit-n9x8uhzspa67s6vq-1305\/","$18.00","19\u201d pit to pit, 23\u201d length","NULL","Used - Excellent","Women's Blouse","Size S","1152 sold","Active today","Thank you!","LISTED 1 HOUR AGO","432 Shop Reviews. Rated 4.65 out of 5 stars.","NULL","NULL","NULL","Free domestic shipping","NULL","NULL","NULL"
"2023-12-05T00:40:05.534757Z","https:\/\/www.depop.com\/products\/bythatb-y2k-grunge-quarter-sleeve-shirt\/","$28.00","y2k grunge quarter sleeve shirt
Size:
-M
Measurements:
-arm length 19 in.
-armpit to armpit 18 in.
Additional Info:
-has some stretch
#y2k #punk #grunge

show more","NULL","Used - Excellent","Women's Brown and Blue Shirt","Size M","365 sold","Active today","The jacket is so cute and the packaging looks so nice and professional like omg will absolutely be ordering from here again!!","LISTED 48 MINUTES AGO","101 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Brown","Grunge,","Punk,"
