"Datetime","Link","Price","Description","Brand","Condition","Title","Size","Amt Sold","Activity","Recent Review1","Time Listed","Sold and Reviews","Discount","In Bags","Like","Free Shipping","Color","Material","Style"
"2023-11-28T03:49:20.572779Z","https:\/\/www.depop.com\/products\/vlqke-used-balenciaga-tee-dm\/","$75.00","Used Balenciaga Tee

- Dm for offers
- Next day shipping

#balenciaga #opium #fashion #tiktok #carti","Balenciaga","Used - Fair","Balenciaga Men's Cream Shirt","Size M","Active today","NULL","NULL","LISTED 6 DAYS AGO","10 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 8 people's bags","99+","NULL","Cream","Streetwear","NULL"
"2023-12-01T17:51:38.868968Z","https:\/\/www.depop.com\/products\/leodowntown-high-quality-fabric-high-quality\/","$110.00","High quality fabric high quality print
Lost&found hoodie twin hoodie
Very comfortable and double layer hoodie





Opium
Carti
Lone
Y2k
Black
Playboi carti
Destroy lonely
Ken carson

show more","NULL","Like new","Men's Hoodie","Size M","15 sold","Active today","great seller came very quick","LISTED 3 DAYS AGO","7 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 3 people's bags","99+","NULL","NULL","NULL","NULL"
"2023-12-02T01:26:01.984143Z","https:\/\/www.depop.com\/products\/endlessgaragesale-y2k2000s-black-baggy-wide-leg\/","$35.00","y2k\/2000s black baggy wide leg stripe track pants

super sick pair of essential baggy black striped sweatpants. mega wide leg fit, super swishy soft fabric. huge 12 in leg opening, love these

Size: XL
Fits 30-36
12 inch leg opening

#wideleg #2000s #baggy #trackpants

show more","NULL","Like new","Men's Black Joggers-tracksuits","Size XL","1312 sold","Active today","10\/10 ty!!","LISTED 2 DAYS AGO","189 Shop Reviews. Rated 4.8 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","Black","Grunge,","Y2K,"
"2023-11-30T03:56:33.609766Z","https:\/\/www.depop.com\/products\/nrhorn-knu-school-vans-decent-condition\/","$45.00","Knu school vans
Decent condition, only worn a handful of times
Size 10.5 men\u2019s
Don\u2019t have the og box","Vans","Used - Excellent","Vans Men's White and Black Trainers","Size US 10.5","12 sold","Active today","Great seller\ud83d\udd25\ud83d\udd25\ud83d\udd25","LISTED 4 DAYS AGO","9 Shop Reviews. Rated 4.555555555555555 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","White","Streetwear","NULL"
"2023-11-29T19:37:26.359852Z","https:\/\/www.depop.com\/products\/meechaias-semantic-design-zip-up-fur\/","$120.00","Semantic design zip up fur parka

Size L
on tag
Chest: 19\u201d-20.5\u201d
length from neck to hem: 25.5\u201d

send me offers

#semanticdesign #ppfm #lgb #furparka #y2k
if six was nine, tornado mart, goa

show more","NULL","Used - Excellent","Men's Brown Jacket","Size L","6 sold","Active this week","NULL","LISTED 5 DAYS AGO","17 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 2 people's bags","99+","NULL","Brown","Polyester","Streetwear,"
"2023-11-29T00:02:02.987332Z","https:\/\/www.depop.com\/products\/esque00-marc-ecko-cut-sew\/","$30.00","Marc Ecko Cut & Sew V Neck Shirt Size XL
Excellent condition
Chest: 22\u201d
Length: 29\u201d
#ecko #grunge #cross #affliction","Ecko Unltd.","Used - Excellent","Ecko Unltd. Men's Black T-shirt","Size XL","169 sold","Active today","Great shirt in amazing condition. Super fast shipping and excellent communication. I would definitely buy from this seller again. Highly recommended!!!","LISTED 6 DAYS AGO","38 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","In 10+ people's bags","99+","Free domestic shipping","Black","Cotton","Retro,"
"2023-11-29T20:11:51.273655Z","https:\/\/www.depop.com\/products\/thescenecloset2-y2k-style-domo-hoodie-offers\/","$85.00","Rare! Y2K style Domo hoodie

*offers and holds welcome*

\ud83d\udda4super Y2K style, it\u2019s older and reflects the era perfectly!
\ud83d\udda4condition 9\/10 (has some white paint on the sleeve cuff but no other issue. No rips, holes, cracking)
\ud83d\udda4black hoodie with white graphics of DomoKun. Back has Domo with wings and looking angry. Front has domo waving with the typical Y2K decorative crosses. This hoodie is so Y2K grunge\/mcbling era. Perfect for collectors, lovers of Domo, or Y2K style.
\ud83d\udda4size large

#domo #emo #scene #y2k #mcbling

show more","NULL","Used - Excellent","Men's Black and White Hoodie","Size L","493 sold","Active today","Ships very fast","LISTED 5 DAYS AGO","325 Shop Reviews. Rated 5 out of 5 stars.","5% OFF","In 5 people's bags","99+","NULL","Black","Emo,","Grunge,"
"2023-11-28T21:35:55.10667Z","https:\/\/www.depop.com\/products\/ftpch8se-true-religion-jeans-size-36-38\/","$45.00","true religion jeans
size 36-38
missing one button and has a bit of heel tear
blueish grey color","True Religion","Used - Good","True Religion Men's Grey Jeans","Size 38""","44 sold","Active this week","shipped rlly fast :3","LISTED 6 DAYS AGO","16 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","Grey","Streetwear,","Y2K"
"2023-12-03T23:22:58.74845Z","https:\/\/www.depop.com\/products\/killyu-vintage-oakley-sunglasses-uv-protection\/","$30.00","Vintage Oakley sunglasses
90s racing jacket
UV protection
One piece design
#oakley #gorpcore #software #balenciaga
Rave goggles, spring skiing, hiking","Oakley","NULL","Oakley Men's Silver and Black Sunglasses","Brand new","273 sold","Active today","Great","LISTED 1 DAY AGO","90 Shop Reviews. Rated 4.9 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","Silver","Gorpcore,","Y2K,"
"2023-11-28T05:40:47.735783Z","https:\/\/www.depop.com\/products\/frostvx-true-religion-double-stich-sz\/","$80.00","TRUE RELIGION DOUBLE STICH
SZ M PERFECT CONDITION
COMFY AND HEAVY ASF","True Religion","Used - Good","True Religion Men's Black and White Hoodie","Size M","17 sold","Active today","\ud83d\udcaf\ud83d\udcaf\ud83d\udcaf","LISTED 6 DAYS AGO","13 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","Black","Streetwear","NULL"
"2023-11-27T21:29:40.222293Z","https:\/\/www.depop.com\/products\/rackswontfold-tornado-mart-style-baggy-flared-093a\/","$90.00","tornado mart style baggy flared jeans
fits true to size , size medium fits like 32-34","Tornado Mart","Used - Fair","Tornado Mart Men's Black and Grey Jeans","Size 34""","8 sold","Active today","Bitch ass nigga ain\u2019t ever send ma shi","LISTED 7 DAYS AGO","5 Shop Reviews. Rated 4.2 out of 5 stars.","NULL","In 3 people's bags","99+","NULL","Black","Y2K,","Emo,"
"2023-12-01T02:11:45.386934Z","https:\/\/www.depop.com\/products\/wvintage_-y2k-baggy-old-navy-jeans\/","$30.00","Y2K BAGGY OLD NAVY JEANS
36x30
10.25 inch leg opening
NO PAYPAL","Old Navy","Used - Good","Old Navy Men's Blue Jeans","Size 36""","1222 sold","Active today","W seller gave good info and shipped fast","LISTED 3 DAYS AGO","310 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 8 people's bags","87","NULL","Blue","Streetwear,","Y2K,"
"2023-12-04T23:59:35.184083Z","https:\/\/www.depop.com\/products\/salesonjulia-4-pieces-for-sale-denim\/","$85.00","DENIM TEARS grey (Brand new ),110% authentic
Only one piece comes with full set,(4 hoodies only dm for size)","Denim Tears","Brand new","Denim Tears Men's Grey Hoodie","Size L","Active today","NULL","NULL","LISTED 1 HOUR AGO","1 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10 people's bags","99+","NULL","Grey","Tall","Cotton"
"2023-12-02T17:30:30.731601Z","https:\/\/www.depop.com\/products\/freebs_vtg-baggy-asf-vintage-jnco-jeans\/","$200.00","vintage 90s jnco crowns jeans

dark blue denim
40x32 | 14 inch leg opening

just throwing these up will probably take better pics and edit description soon. shoot me some offers!

#jnco #jncojeans #crown #skater #baggy

show more","JNCO","Used - Excellent","JNCO Men's Blue Jeans","Size 40""","559 sold","Active today","Quick reply with measurements. Appreciate the communication","LISTED 2 DAYS AGO","180 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","Blue","Skater,","Grunge,"
"2023-11-29T05:57:52.205648Z","https:\/\/www.depop.com\/products\/joshyarchive-unfinisheddreamz-fur-hoodie-jacket-this\/","$150.00","unfinisheddreamz fur hoodie jacket. This hoodie is a small but has a baggy feel to it. If you\u2019re a medium this can fit you good. I\u2019m 5\u20198 and 130 for reference and it big. Very thick and good material to keep you warm and cozy tho:3

420 GSM Cotton.
Removable Fur.
High quality faux fur that won't shed.
#LGB #Hystericglamour #GOA #Archive #Japanese number nine (n)ine vetements vtmnts

show more","If Six Was Nine","Like new","If Six Was Nine Men's Grey Hoodie","Size S","12 sold","Active today","Super fast shipping and item in fantastic shape. Thank!","LISTED 5 DAYS AGO","11 Shop Reviews. Rated 5 out of 5 stars.","10% OFF","In 6 people's bags","99+","NULL","Grey","NULL","NULL"
"2023-11-28T05:08:00.429746Z","https:\/\/www.depop.com\/products\/gnarlygarment-vintage-90s-nike-center-swoosh-3a6f\/","$80.00","Vintage 90\u2019s Nike Center Swoosh Performance Athletics Hoodie Sweatshirt

Size - Tagged XL

Measurements - 27 x 31.5

Preowned Condition- no major stains or signs of flaws, overall great condition and has been washed!

Spam
Vintage 90\u2019s Nike swoosh Nike center swoosh hoodie vintage Nike

#Vintage #90s #nike #nikeswoosh #centerswoosh

show more","Nike","Used - Good","Nike Men's Silver and Red Hoodie","Size XL","3408 sold","Active today","Shipped quickly, clothes in good condition!","LISTED 6 DAYS AGO","827 Shop Reviews. Rated 4.45 out of 5 stars.","NULL","In 5 people's bags","99+","NULL","Silver","Cotton","Sportswear,"
"2023-12-04T13:23:41.890449Z","https:\/\/www.depop.com\/products\/laurelrhea-louis-vuitton-monogram-neverfull-mm\/","$318.00","Louis Vuitton Monogram Neverfull MM Brown Red
""Size\uff1a12.2*11*5.5 inches \/ 31*28*14cm
Accept Reasonable Quotation

1, Authenticity guarantee, money back guarantee.
2, Brand new and unused,with dust bag and no box.
All the orders are ready within hours. Depending on the time the order was placed, it may be shipped on the same day.


\u3010Perfect Gift\u3011:PERFECT GIFT CHOICE - It Is A Great Gift For Your Family, Friends Or Yourself On Christmas, Valentine's Day, Birthday, Anniversary,etc.
""

show more","Louis Vuitton","NULL","","Brand new","Active today","NULL","Shipped quickly, clothes in good condition!","LISTED 11 HOURS AGO","NULL","NULL","In 1 person's bag","28","NULL","Multi","Streetwear","NULL"
"2023-12-03T03:53:07.470063Z","https:\/\/www.depop.com\/products\/juhmxre-black-dickies-work-jacket-size\/","$45.00","Black Dickies Work Jacket
Size L but fits like slightly cropped medium
great condition no flaws
price firm
model is 6\u20191 155 lbs","Dickies","Used - Excellent","Dickies Men's Black Jacket","Size M","34 sold","Active today","Quick shipping and nice seller","LISTED 1 DAY AGO","21 Shop Reviews. Rated 4.947368421052632 out of 5 stars.","NULL","In 5 people's bags","82","NULL","Black","Streetwear","NULL"
"2023-11-30T20:04:05.159546Z","https:\/\/www.depop.com\/products\/jaredsmithdawg-nike-acg-rufus-ii-features\/","$175.00","Nike ACG Rufus II

Features include embroidered mini Swoosh on lateral side, Nike ACG Lungs Logo at heel, and Nike logo at toe.

This is a project or display shoe. The uppers are completely separated from the sole units.

#NikeACG #Nike

show more","Nike ACG","Used - Good","Nike ACG Men's Black and Tan Trainers","Size US 11","10 sold","Active today","Thank you! Fast shipping and everything else that goes along with 5 stars.","LISTED 4 DAYS AGO","5 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 4 people's bags","99+","NULL","Black","Hemp,","Leather,"
"2023-12-03T03:13:25.993799Z","https:\/\/www.depop.com\/products\/gabbbybb-stussy-8ball-jersey-white\/","$100.00","St\u00fcssy 8Ball jersey! White & green
Pls stop low balling\ud83d\ude2d this is going for 200+ on any other reseller site\u2757\ufe0fit\u2019s real! Just don\u2019t get use out of it bcus I have the black one as well","St\u00fcssy","Like new","St\u00fcssy Men's Green and White T-shirt","Size L","18 sold","Active today","Great purchase thank you!","LISTED 1 DAY AGO","5 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 2 people's bags","99+","NULL","Green","NULL","NULL"
"2023-12-04T16:41:46.839951Z","https:\/\/www.depop.com\/products\/cierratorosian-vintage-nike-zip-up-fits\/","$20.00","vintage nike zip up fits like a womens medium.","Nike","Used - Good","Nike Men's Red and Grey Hoodie","Size L","59 sold","Active today","Great product and fast shipping!","LISTED 8 HOURS AGO","26 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","Red","Skater,","Streetwear"
"2023-11-30T01:13:27.154597Z","https:\/\/www.depop.com\/products\/davvvvvvvv-y2k-2005-supreme-graphic-long-sleeve\/","$120.00","Y2K 2005 Supreme Graphic Long-Sleeve Shawn Mortensen.
Size Large. Measurements: 19 1\/2 - 20.



#Supreme #y2k #graphic #long #shirt","Supreme","Used - Fair","Supreme Men's multi Shirt","Size L","663 sold","Active today","thank you :)","LISTED 4 DAYS AGO","167 Shop Reviews. Rated 4.8 out of 5 stars.","NULL","In 1 person's bag","75","NULL","Brown","Y2K","NULL"
"2023-11-29T21:44:14.894453Z","https:\/\/www.depop.com\/products\/tomsdepopcloset-polo-ralph-lauren-cable-knit-cotton\/","$80.00","Polo Ralph Lauren Cable-Knit Cotton Sweater \ud83e\uddf6
Excellent condition
Size M
Measurements: 26.5"" Body lenght | 16.75"" Shoulder | 41"" Chest | 25.5"" Sleeve lenght
100% Cotton
Crewneck
Long sleeves with rib-knit cuffs | Rib-knit hem
Imported
Regular fit

This sweater is a staple for anyone's closet. Its fit will flatter anyone who wears it. This Ralph Lauren\/ Old Money\/ Vintage knit sweater is the best crewneck you will own. It's brand new, has been only worn once. It's originally +150 so this is your chance to cop at a discounted price!

@depop #ralphlauren #vintage #sweater #fashion #80s

show more","Polo Ralph Lauren","Used - Excellent","Polo Ralph Lauren Men's Navy and Red Jumper","Size M","47 sold","Active today","Fantastic purchase, well taken care of and made it time for the event I attended. Great job, great seller.","LISTED 5 DAYS AGO","19 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","Navy","Cotton,","Knitted"
"2023-11-29T00:11:47.011409Z","https:\/\/www.depop.com\/products\/tweakstreetdrip-crazy-rare-vintage-y2k-embroidered\/","$150.00","CRAZY RARE Vintage Y2K Embroidered JNCO Blue Jeans (crown embroidery)

Size: 28x27
Made In Mexico

Great pair of Jncos, it is a kids size but still a grail to gift to your little siblings or if you know anyone who can fit these. In perfect condition other then the cuffs which have some slight tears. Super rare gonna be hard to find another pair

Hmu with questions next day shipping.

Tags all measure correct

#vintage #jnco #y2k #grunge #polarbigboy
Tags y2k jnco baggy wide leg emo grunge skater baggy jeans phat farm rave jeans jessie pinkman drain gang sematary

show more","JNCO","Used - Good","JNCO Men's Blue Jeans","Size 28""","171 sold","Active today","Even crazier in person \ud83d\ude29Thank you bro \ud83d\ude2e\u200d\ud83d\udca8","LISTED 6 DAYS AGO","70 Shop Reviews. Rated 4.55 out of 5 stars.","NULL","In 9 people's bags","99+","NULL","Blue","Streetwear,","Goth,"
"2023-12-04T00:56:03.881935Z","https:\/\/www.depop.com\/products\/laine72205-y2k-long-sleeve-west-coast\/","$40.00","Y2K long sleeve west coast choppers t shirt
Size medium
Tiny hole in armpit very unnoticeable
Very sweet biker piece
Taking it out of my personal cause I don\u2019t wear it enough","West Coast Choppers","Like new","West Coast Choppers Men's multi T-shirt","Size M","57 sold","Active today","10\/10 experience. Amazing communication, product as pictured. Definitely buy from this shop!","LISTED 1 DAY AGO","11 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 9 people's bags","99+","NULL","Multi","Streetwear,","Sportswear"
"2023-12-01T06:15:13.785628Z","https:\/\/www.depop.com\/products\/babygarcn-akimbo-club-x-real-tree\/","$290.00","akimbo club x real tree camo hoodie zip up
NEW WITH TAGS
size medium open to offers
NO PAYPAL PAYMENTS
i paid 198 total originally with shipping and everything
now sold out on the akimbo club website #akimbo #akimboclub #camo #realtree

show more","Realtree","Brand new","Realtree Men's Hoodie","Size M","60 sold","Active today","Very nice seller and very responsive good shipping excellent seller","LISTED 3 DAYS AGO","60 Shop Reviews. Rated 4.8 out of 5 stars.","NULL","In 5 people's bags","99+","NULL","NULL","NULL","NULL"
"2023-12-04T16:11:12.649459Z","https:\/\/www.depop.com\/products\/plumgarments-vintage-1970s-black-wool-blend\/","$70.00","Vintage 1970s Black Wool Blend Wide Leg US Navy Bell Bottom Sailor Pants
super baggy fit, love how flowy they are, super unique naval\/anchor buttons, funky button fly, lace back
measures at 31x27, 12 leg, 15.5 rise
Keghan is 5'7 and wears a 28"""" waist for reference
FREE SHIPPING

#vintagepants #grunge #skater #vintage #vintagelook ""

show more","NULL","Used - Good","Men's Black Trousers","Size 31""","8930 sold","Active today","Love the vintage camo fleece pants I bought. Item was shipped quick and came as described. No complaints","LISTED 9 HOURS AGO","2217 Shop Reviews. Rated 4.65 out of 5 stars.","NULL","In 1 person's bag","67","Free domestic shipping","Black","Streetwear,","Indie,"
"2023-12-03T19:54:32.743084Z","https:\/\/www.depop.com\/products\/jenimjak-rare-black-etnies-from-2006\/","$50.00","ON HOLD FOR BOOG
rare black etnies from 2006 men\u2019s 8.5 good
if you want offer more","Etnies","Used - Excellent","Etnies Men's Black and Gold Trainers","Size US 8.5","88 sold","Active today","awesome \ud83d\ude0e","LISTED 1 DAY AGO","28 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 5 people's bags","99+","NULL","Black","Streetwear","NULL"
"2023-11-28T23:11:56.571755Z","https:\/\/www.depop.com\/products\/eterna1wear-insane-pair-of-y2k-mossy-3d2d\/","$45.00","Insane pair of y2k mossy oak cargo pants, really nice comfy feel and ultra baggy fit, dm me with any questions.

Size: 36

Shipping: 7:99

#y2k
#baggy
#affliction
#2000s
#baggyjeans

show more","Mossy Oak","Like new","Mossy Oak Men's Jeans","Size 36""","895 sold","Active today","came as advertised","LISTED 6 DAYS AGO","202 Shop Reviews. Rated 4.75 out of 5 stars.","NULL","In 9 people's bags","65","NULL","NULL","Streetwear,","Skater,"
"2023-11-28T21:53:06.784011Z","https:\/\/www.depop.com\/products\/gravegxd-very-nice-black-designer-sunglasses\/","$30.00","Very nice black designer sunglasses. These are very good quality and are the perfect accessory to go with any fit. Send me offers. All order placed before 4pm eastern are shipped next day!","NULL","Other","Men's Black Sunglasses","Like new","72 sold","Active today","Package arrived in perfect condition","LISTED 6 DAYS AGO","14 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 7 people's bags","98","NULL","Black","Streetwear,","Modern,"
"2023-12-01T23:06:54.4959Z","https:\/\/www.depop.com\/products\/dripsavea-maison-mihara-yasuhiro-peterson-og\/","$240.00","Maison Mihara Yasuhiro Peterson OG Sole Canvas Low","Maison Mihara Yasuhiro","Used - Good","Maison Mihara Yasuhiro Men's Black and White Trainers","Size US 11","Active today","NULL","NULL","LISTED 3 DAYS AGO","1 Shop Reviews. Rated 0 out of 5 stars.","NULL","In 8 people's bags","99+","NULL","Black","Streetwear,","Modern,"
"2023-12-04T20:36:49.731702Z","https:\/\/www.depop.com\/products\/flippinjr-polo-ralph-lauren-hat-cap\/","$20.00","Polo Ralph Lauren Hat Cap One Size Adjustable Strapback Dark Blue","Polo Ralph Lauren","NULL","Polo Ralph Lauren Men's Blue Hat","Used - Good","99 sold","Active today","good","LISTED 4 HOURS AGO","24 Shop Reviews. Rated 4.4 out of 5 stars.","NULL","In 4 people's bags","99+","NULL","Blue","NULL","NULL"
"2023-12-04T21:48:47.084216Z","https:\/\/www.depop.com\/products\/thedopedealer-vintage-cyber-y2k2000s-tribal-flames\/","$40.00","Vintage cyber Y2K\/2000\u2019s tribal flames Harley Davidson long sleeve shirt

Excellent condition
Tagged mens XL

Measurements are in pictures above!

\ud83d\udcec Shipping is $5 (free on bundles)

#goth #grunge #y2k #mallcore #unisex cybercore gothcore mallgoth Jesse Pinkman mma elite affliction style

show more","Harley Davidson","Used - Excellent","Harley Davidson Men's Black Shirt","Size XL","2165 sold","Active today","good shirts good seller \ud83d\udcaf","LISTED 3 HOURS AGO","692 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 3 people's bags","63","NULL","Black","Goth,","Y2K,"
"2023-11-28T23:12:02.252476Z","https:\/\/www.depop.com\/products\/eterna1wear-insane-pair-of-y2k-sean-4aaa\/","$40.00","Insane pair of y2k Sean John im embroidered jeans, really nice comfy feel and ultra baggy fit, dm me with any questions.

Size: 40

Shipping: 7:99

#y2k
#baggy
#affliction
#2000s
#baggyjeans

show more","Sean John","Like new","Sean John Men's Blue Jeans","Size 40""","895 sold","Active today","came as advertised","LISTED 6 DAYS AGO","202 Shop Reviews. Rated 4.75 out of 5 stars.","NULL","In 8 people's bags","99+","NULL","Blue","Streetwear,","Skater,"
"2023-12-02T05:37:19.103604Z","https:\/\/www.depop.com\/products\/toshi124-rocawear-jeans-y2k-baggy-w36\/","$35.00","Rocawear Jeans Y2K BAGGY W36 L34 Leg openings 9.5in","Rocawear","Like new","Rocawear Men's Jeans","Size 36""","285 sold","Active today","W jeans","LISTED 2 DAYS AGO","65 Shop Reviews. Rated 4.65 out of 5 stars.","NULL","In 10+ people's bags","79","NULL","NULL","Streetwear,","Y2K,"
"2023-11-28T00:32:33.136186Z","https:\/\/www.depop.com\/products\/redbearvintage-early-2000s-y2k-fox-racing\/","$59.99","early 2000s y2k fox racing zip up with super nice wear and fade
size: large
#fox #affliction #y2k #grunge #baggy","Fox Racing","Used - Good","Fox Racing Men's Navy and Grey Hoodie","Size L","134 sold","Active this week","Ty!!","LISTED 7 DAYS AGO","27 Shop Reviews. Rated 4.75 out of 5 stars.","NULL","In 9 people's bags","99+","NULL","Navy","Streetwear,","Boho,"
"2023-11-27T20:30:56.667134Z","https:\/\/www.depop.com\/products\/othellothello-stussy-cargo-l\/","$50.00","stussy cargo L","St\u00fcssy","Used - Excellent","St\u00fcssy Men's Black Gilet","Size L","Active this week","NULL","Ty!!","LISTED 7 DAYS AGO","NULL","NULL","In 2 people's bags","98","NULL","Black","NULL","NULL"
"2023-11-27T15:52:50.589732Z","https:\/\/www.depop.com\/products\/dknapp-kenvibe-hella-baggy-sick-sport\/","$50.00","Kenvibe hella baggy sick sport stripe on sides. Waist around a 32 hemmed to around a 30. #supreme #fucking awesome #polarbigboys #southpole","Polar Skate Co","Used - Excellent","Polar Skate Co Men's Navy Jeans","Size 32""","10 sold","Active today","very quick shipping and item as described","LISTED 7 DAYS AGO","6 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 5 people's bags","99+","NULL","Navy","Streetwear,","Skater"
"2023-12-04T23:11:37.725704Z","https:\/\/www.depop.com\/products\/adamthegr8-y2k-ribbed-sweater-st\/","$24.00","Y2K ribbed sweater

\u2022 St. John\u2019s Bay
\u2022 L, 6ft for reference
\u2022 amazing light brown tone
\u2022 good condition, material stretches easily","St. John's Bay","Used - Good","St. John's Bay Men's Brown and Cream Jumper","Size L","2042 sold","Active today","PERFECT FAST SHIPPING, GOOD COMMUNICATION WOULD BUY FROM AGAIN","LISTED 2 HOURS AGO","572 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 9 people's bags","74","NULL","Brown","Streetwear,","Retro,"
"2023-11-29T13:39:18.638343Z","https:\/\/www.depop.com\/products\/rareaffliction-dc-x-slayer-pure-shoes\/","$130.00","Dc X Slayer Pure Shoes","DC Shoes","Brand new","DC Shoes Men's Black and Red Trainers","Size US 11","15 sold","Active today","Easy transaction, seller was super pleasant and kept me updated. A speedy shipper, I received my order within 3 days. :)","LISTED 5 DAYS AGO","9 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 2 people's bags","43","Free domestic shipping","Black","Emo,","Skater,"
"2023-11-29T03:58:36.519209Z","https:\/\/www.depop.com\/products\/r0g3rr-japanese-flared-denim-32x32-measurements\/","$80.00","japanese flared denim

32x32

measurements are in the slides ^.^ lmk any questions

bought and made in japan



#numbernine #hystericglamour #ifsixwasnine #lgb #archive archive clothing flared jeans flares

show more","Hysteric Glamour","Brand new","Hysteric Glamour Men's Jeans","Size 32""","17 sold","Active today","NULL","LISTED 5 DAYS AGO","2 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 6 people's bags","99+","NULL","NULL","Sportswear","NULL"
"2023-11-29T01:44:59.034652Z","https:\/\/www.depop.com\/products\/kazimirka-vintage-1990s-carhartt-olive-faded\/","$145.00","Vintage 1990s Carhartt Olive Faded Santa Fe Zip Up Jacket M1

Size L

Great condition ( See photos )

#carhartt #vintage #jacket #olive

show more","Carhartt","Used - Excellent","Carhartt Men's Khaki Jacket","Size L","57 sold","Active today","great seller :)","LISTED 5 DAYS AGO","7 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 4 people's bags","99+","NULL","Khaki","Streetwear,","Retro,"
"2023-12-05T01:09:59.708579Z","https:\/\/www.depop.com\/products\/evabecher-8-ball-baby-tee-size-fbfb\/","$20.00","8 Ball Baby Tee
-size boys medium=womens small","NULL","Brand new","Women's White and Black T-shirt","One size","121 sold","Active today","so cute, will be buying from them again \ud83d\udda4","LISTED 13 MINUTES AGO","20 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","White","Handmade","NULL"
"2023-12-05T01:13:57.400396Z","https:\/\/www.depop.com\/products\/evabecher-8-ball-baby-tee-size-df8d\/","$20.00","8 Ball Baby Tee
-size boys medium=womens small","NULL","Brand new","Women's Black and White T-shirt","One size","121 sold","Active today","so cute, will be buying from them again \ud83d\udda4","LISTED 9 MINUTES AGO","20 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Handmade","NULL"
"2023-12-05T01:18:39.629347Z","https:\/\/www.depop.com\/products\/evabecher-8-ball-baby-tee-size-3ae9\/","$20.00","8 Ball Baby Tee
-size boys medium=womens small","NULL","Brand new","Women's Black and White T-shirt","One size","121 sold","Active today","so cute, will be buying from them again \ud83d\udda4","LISTED 4 MINUTES AGO","20 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Handmade","NULL"
"2023-12-05T01:11:03.580426Z","https:\/\/www.depop.com\/products\/evabecher-8-ball-baby-tee-in\/","$20.00","8 Ball Baby Tee
-in a size boys medium=womens small","NULL","Brand new","Women's Black and White T-shirt","One size","121 sold","Active today","so cute, will be buying from them again \ud83d\udda4","LISTED 12 MINUTES AGO","20 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Handmade","NULL"
"2023-12-05T00:00:01.691039Z","https:\/\/www.depop.com\/products\/meoelw-i-have-really-cheap-clothes\/","$5.00","I have really cheap clothes and stuff for sale
Offers are accepted
Dude pls I need money for school \ud83d\ude2d\ud83d\ude4f
I have all kinds of cool stuff for sale bro \ud83d\udc4d\ud83d\udc4d
Thank you for reading \ud83d\udc95\ud83d\udc95

DO NOT BUY THIS LISTING \u203c\ufe0f","NULL","Brand new","Women's Shirt","One size","10 sold","Active today","NULL","LISTED 1 HOUR AGO","1 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","NULL","Grunge,","Emo"
"2023-12-04T23:39:23.821267Z","https:\/\/www.depop.com\/products\/yoyostring69-gray-knitted-shrug-sweater-worn\/","$20.00","Gray knitted shrug sweater!
Worn once :)","Urban Outfitters","Like new","Urban Outfitters Women's Grey Jumper","Size S","52 sold","Active today","Fast shipping ! Jeans fit perfectly","LISTED 1 HOUR AGO","8 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","2","NULL","Grey","Boho,","Streetwear"
